"시나리오별(1)","시도별(1)","성별(1)","연령별(1)",2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","85 - 89세",-,-,-,-,-,-,-,-,39941,41519,43894,44675,44563,47336,48994,48269,47377,45155,45128,46089,48629,52463,55018,57704,58931,60721,66165,72078,75848,81224,86991,92517,100077,102593,105360,102843,103147,98508,98771
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","90 - 94세",-,-,-,-,-,-,-,-,13272,14747,16370,18528,20700,22283,23508,25021,25515,25485,27340,28396,27980,27362,25836,26193,27095,28804,31230,32531,34396,35261,36541,40352,44031,46498,49815,53412,57310,62359,63765
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","95 - 99세",-,-,-,-,-,-,-,-,2625,2847,3388,3840,4252,5007,5736,6422,7288,8131,8763,9241,9870,10068,10047,10921,11377,11186,10867,10112,10484,11036,11838,12903,13284,14192,14588,15208,17088,18647,19740
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","계","100세 이상",-,-,-,-,-,-,-,-,418,486,470,475,519,590,688,820,919,1018,1212,1394,1570,1783,1987,2160,2289,2468,2544,2567,2837,2967,2926,2838,2624,2825,3020,3219,3466,3471,3762
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","계",-,-,-,-,-,-,-,-,1123401,1126323,1121985,1117664,1113156,1108683,1104251,1099863,1095511,1091171,1086826,1082452,1078024,1073508,1068877,1064102,1059058,1053678,1047907,1041726,1035150,1028201,1020902,1013252,1005211,996744,987872,978578,968878,958803,948380
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","0 - 4세",-,-,-,-,-,-,-,-,33280,30704,28752,27186,26005,25746,25811,26256,26977,27919,28838,29714,30523,31248,31872,32389,32704,32743,32532,32104,31491,30814,30176,29569,28978,28377,27741,27044,26276,25427,24510
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","5 - 9세",-,-,-,-,-,-,-,-,48046,45555,42832,39610,36331,33158,30687,28738,27174,25994,25736,25802,26248,26969,27910,28830,29706,30515,31241,31865,32382,32698,32737,32526,32099,31486,30810,30172,29565,28974,28374
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","10 - 14세",-,-,-,-,-,-,-,-,53206,52452,51982,51603,50110,47954,45535,42815,39597,36320,33150,30681,28733,27169,25991,25734,25800,26245,26966,27908,28827,29703,30513,31239,31864,32382,32698,32736,32525,32098,31485
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","15 - 19세",-,-,-,-,-,-,-,-,54434,54084,52312,51947,52740,53153,52404,51936,51560,50069,47916,45500,42783,39568,36295,33128,30663,28716,27153,25975,25719,25786,26231,26952,27894,28813,29690,30499,31224,31849,32367
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","20 - 24세",-,-,-,-,-,-,-,-,71138,70363,67156,62204,57621,55486,53984,52221,51859,52656,53073,52329,51863,51489,50003,47854,45443,42734,39526,36259,33096,30634,28688,27128,25951,25694,25760,26206,26927,27869,28790
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","25 - 29세",-,-,-,-,-,-,-,-,76542,77530,76734,76320,75501,72998,70186,66998,62063,57494,55368,53874,52118,51763,52560,52978,52236,51774,51405,49925,47786,45380,42677,39474,36214,33056,30598,28656,27100,25925,25669
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","30 - 34세",-,-,-,-,-,-,-,-,74900,77496,78291,78914,79260,78211,77272,76494,76092,75284,72796,69996,66823,61906,57355,55240,53753,52004,51651,52452,52873,52140,51682,51318,49843,47711,45313,42613,39414,36160,33011
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","35 - 39세",-,-,-,-,-,-,-,-,79407,76851,75664,75556,75259,76088,77178,77984,78615,78973,77937,77013,76246,75853,75056,72582,69800,66642,61744,57209,55103,53623,51885,51538,52342,52766,52037,51584,51225,49754,47627
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","40 - 44세",-,-,-,-,-,-,-,-,90768,91842,90661,87243,83639,79573,76363,75204,75113,74832,75672,76772,77587,78228,78596,77576,76668,75919,75541,74761,72306,69544,66406,61534,57020,54927,53458,51731,51390,52197,52625
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","45 - 49세",-,-,-,-,-,-,-,-,88472,86316,84574,85468,87386,90023,90991,89849,86487,82936,78927,75765,74636,74562,74301,75154,76265,77094,77748,78130,77134,76248,75517,75159,74396,71962,69225,66111,61269,56782,54706
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","50 - 54세",-,-,-,-,-,-,-,-,94863,96088,94687,93481,90205,87316,85164,83489,84412,86343,88982,89969,88866,85566,82079,78138,75035,73943,73895,73660,74525,75649,76495,77166,77567,76597,75734,75026,74685,73942,71537
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","55 - 59세",-,-,-,-,-,-,-,-,86116,84816,89063,88093,91523,92962,94141,92842,91713,88553,85764,83701,82105,83061,85010,87649,88663,87611,84394,80991,77142,74113,73064,73048,72845,73732,74872,75734,76422,76838,75897
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","60 - 64세",-,-,-,-,-,-,-,-,87938,90397,88771,88709,83922,83459,82288,86510,85663,89078,90552,91769,90577,89536,86512,83850,81897,80405,81409,83379,86024,87070,86077,82959,79659,75917,72979,71984,72002,71836,72747
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","65 - 69세",-,-,-,-,-,-,-,-,63762,68081,72616,76165,81766,83911,86389,84930,85006,80540,80200,79190,83352,82645,86030,87542,88805,87755,86830,83985,81476,79660,78290,79349,81346,83994,85076,84154,81149,77968,74363
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","70 - 74세",-,-,-,-,-,-,-,-,47116,47592,48412,51947,56555,59288,63512,67871,71361,76777,78900,81347,80050,80265,76186,75987,75170,79246,78719,82060,83608,84917,84030,83236,80610,78292,76647,75425,76537,78549,81182
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","75 - 79세",-,-,-,-,-,-,-,-,32321,33231,35402,38212,40117,41680,42310,43210,46589,50832,53446,57354,61381,64749,69866,71899,74244,73113,73506,69962,69932,69373,73276,72986,76215,77767,79086,78401,77740,75398,73331
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","80세이상",-,-,-,-,-,-,-,-,41092,42925,44076,45006,45216,47677,50036,52516,55230,56571,59569,61676,64133,68931,73255,77572,82206,87219,93647,101101,105726,110849,113158,118071,120368,123271,126148,130502,133428,137237,140159
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","80 - 84세",-,-,-,-,-,-,-,-,24495,25398,25246,25224,24671,25373,26405,28312,30682,32156,33606,34235,35117,38167,41760,44095,47427,50868,53976,58535,60322,62412,61455,62063,59329,59501,59295,62808,62810,65735,67199
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","85 - 89세",-,-,-,-,-,-,-,-,12804,13331,14081,14351,14423,15560,16362,16347,16347,15960,16692,17599,19014,20697,21600,22766,23299,24054,26477,29077,30886,33311,35814,38327,41870,43186,44770,44003,44717,42992,43314
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","90 - 94세",-,-,-,-,-,-,-,-,3209,3589,4069,4683,5320,5793,6158,6573,6719,6779,7428,7866,7868,7858,7635,8188,8789,9585,10484,10858,11581,11916,12398,13889,15317,16376,17700,19068,20631,22744,23425
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","95 - 99세",-,-,-,-,-,-,-,-,522,540,620,686,739,879,1031,1190,1378,1564,1706,1814,1945,1990,2012,2250,2401,2397,2386,2300,2558,2804,3088,3393,3469,3762,3885,4077,4672,5166,5553
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","남자","100세 이상",-,-,-,-,-,-,-,-,62,67,60,62,63,72,80,94,104,112,137,162,189,219,248,273,290,315,324,331,379,406,403,399,383,446,498,546,598,600,668
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","계",-,-,-,-,-,-,-,-,1062595,1061706,1058549,1055211,1051588,1047898,1044161,1040407,1036641,1032878,1029103,1025312,1021496,1017623,1013707,1009716,1005566,1001162,996463,991441,986106,980468,974505,968175,961438,954270,946662,938600,930086,921178,911852
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","0 - 4세",-,-,-,-,-,-,-,-,31806,29312,27335,25874,25015,24678,24705,25061,25750,26650,27528,28364,29135,29824,30417,30907,31205,31239,31036,30625,30037,29389,28779,28198,27633,27060,26451,25788,25054,24245,23369
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","5 - 9세",-,-,-,-,-,-,-,-,45920,43435,41258,38115,34625,31701,29302,27329,25868,25010,24674,24701,25057,25747,26646,27522,28358,29130,29818,30411,30902,31202,31234,31032,30620,30034,29387,28775,28193,27629,27056
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","10 - 14세",-,-,-,-,-,-,-,-,49448,49130,48740,48596,47629,45841,43422,41250,38108,34620,31698,29302,27329,25868,25008,24671,24699,25055,25744,26644,27522,28358,29129,29818,30411,30901,31200,31234,31031,30620,30033
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","15 - 19세",-,-,-,-,-,-,-,-,50756,49774,47986,48105,48896,49425,49105,48716,48572,47606,45820,43402,41231,38091,34606,31685,29291,27322,25862,25005,24669,24695,25052,25741,26640,27518,28354,29125,29814,30407,30897
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","20 - 24세",-,-,-,-,-,-,-,-,61082,62568,62393,58805,54505,51527,49722,47943,48063,48855,49384,49065,48677,48535,47571,45787,43372,41202,38066,34583,31666,29275,27307,25848,24991,24654,24684,25042,25732,26631,27509
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","25 - 29세",-,-,-,-,-,-,-,-,56728,56066,56028,58058,60346,61546,62472,62303,58726,54437,51467,49666,47892,48011,48804,49333,49013,48627,48485,47523,45744,43333,41169,38038,34559,31642,29249,27280,25821,24965,24628
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","30 - 34세",-,-,-,-,-,-,-,-,58401,58628,58494,57914,57798,56937,55964,55928,57958,60245,61448,62379,62214,58647,54369,51407,49612,47842,47961,48751,49280,48961,48575,48434,47475,45700,43294,41134,38008,34534,31617
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","35 - 39세",-,-,-,-,-,-,-,-,66770,63549,61271,60166,58932,58577,58493,58366,57793,57682,56825,55854,55822,57852,60139,61345,62279,62119,58563,54294,51340,49550,47783,47904,48696,49226,48910,48524,48382,47423,45654
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","40 - 44세",-,-,-,-,-,-,-,-,77625,78659,77767,74061,70628,66705,63331,61068,59976,58752,58405,58327,58206,57640,57534,56684,55721,55694,57724,60012,61218,62156,61999,58452,54196,51250,49466,47707,47830,48621,49151
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","45 - 49세",-,-,-,-,-,-,-,-,77974,75897,73866,74672,75257,77352,78312,77441,73761,70353,66455,63101,60852,59767,58554,58216,58145,58032,57473,57371,56529,55575,55553,57584,59873,61083,62020,61867,58332,54089,51151
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","50 - 54세",-,-,-,-,-,-,-,-,83859,84578,82897,81860,79885,77652,75453,73455,74273,74871,76969,77935,77078,73424,70039,66166,62838,60607,59537,58336,58007,57944,57838,57286,57190,56357,55412,55394,57425,59714,60926
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","55 - 59세",-,-,-,-,-,-,-,-,78371,77388,81410,80298,82696,83274,83878,82242,81233,79294,77096,74932,72964,73793,74403,76504,77477,76639,73018,69665,65825,62525,60317,59264,58077,57758,57703,57605,57060,56970,56148
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","60 - 64세",-,-,-,-,-,-,-,-,85425,86920,84452,83067,78176,77568,76555,80571,79500,81904,82499,83122,81525,80547,78644,76483,74355,72422,73267,73891,75996,76979,76162,72576,69256,65453,62182,59997,58960,57788,57482
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","65 - 69세",-,-,-,-,-,-,-,-,65519,69533,73945,77366,82398,84020,85532,83140,81827,77054,76491,75532,79529,78508,80910,81523,82166,80624,79685,77833,75718,73639,71750,72614,73258,75365,76357,75558,72013,68735,64977
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","70 - 74세",-,-,-,-,-,-,-,-,51400,52107,53216,56760,61252,63637,67595,71938,75349,80322,81946,83462,81155,79937,75335,74832,73953,77917,76979,79376,80014,80683,79219,78329,76549,74497,72483,70660,71549,72223,74332
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","75 - 79세",-,-,-,-,-,-,-,-,40925,40375,41516,44205,46707,48496,49238,50372,53864,58183,60533,64351,68540,71921,76771,78355,79851,77664,76616,72313,71910,71163,75049,74238,76602,77260,77949,76609,75786,74128,72189
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","80세이상",-,-,-,-,-,-,-,-,80586,83787,85975,87289,86843,88962,91082,93284,96020,97040,99865,101817,104290,109511,113957,118296,123231,129027,136629,144808,149729,155041,157590,162819,165412,168512,171561,176301,179096,182456,184733
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","80 - 84세",-,-,-,-,-,-,-,-,40927,41715,40683,39553,37354,36050,35787,36956,39469,41666,43385,44138,45257,48599,52564,54795,58318,62199,65494,70086,71568,72990,70997,70217,66435,66174,65631,69313,68703,70973,71655
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","85 - 89세",-,-,-,-,-,-,-,-,27137,28188,29813,30324,30140,31776,32632,31922,31030,29195,28436,28490,29615,31766,33418,34938,35632,36667,39688,43001,44962,47913,51177,54190,58207,59407,60590,58840,58430,55516,55457
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","90 - 94세",-,-,-,-,-,-,-,-,10063,11158,12301,13845,15380,16490,17350,18448,18796,18706,19912,20530,20112,19504,18201,18005,18306,19219,20746,21673,22815,23345,24143,26463,28714,30122,32115,34344,36679,39615,40340
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","95 - 99세",-,-,-,-,-,-,-,-,2103,2307,2768,3154,3513,4128,4705,5232,5910,6567,7057,7427,7925,8078,8035,8671,8976,8789,8481,7812,7926,8232,8750,9510,9815,10430,10703,11131,12416,13481,14187
"무이동 추계(출산율-중위 / 기대수명-중위 / 국제이동-무이동 / 국내이동-무이동)","충청남도","여자","100세 이상",-,-,-,-,-,-,-,-,356,419,410,413,456,518,608,726,815,906,1075,1232,1381,1564,1739,1887,1999,2153,2220,2236,2458,2561,2523,2439,2241,2379,2522,2673,2868,2871,3094
