"행정구역별(읍면동)","연령별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"온양4동","60~64세","내국인_남자(명)","","365","","","","","590","","","668","670",
"온양4동","60~64세","내국인_여자(명)","","438","","","","","570","","","693","687",
"온양4동","60~64세","내국인_성비","","83.3","","","","","103.5","","","96.4","97.5",
"온양4동","65~69세","총인구(명)","","632","","","","","840","","","1059","1136",
"온양4동","65~69세","총인구_남자(명)","","284","","","","","372","","","485","543",
"온양4동","65~69세","총인구_여자(명)","","348","","","","","468","","","574","593",
"온양4동","65~69세","총인구_성비","","81.6","","","","","79.5","","","84.5","91.6",
"온양4동","65~69세","내국인(명)","","618","","","","","791","","","989","1048",
"온양4동","65~69세","내국인_남자(명)","","277","","","","","353","","","460","510",
"온양4동","65~69세","내국인_여자(명)","","341","","","","","438","","","529","538",
"온양4동","65~69세","내국인_성비","","81.2","","","","","80.6","","","87","94.8",
"온양4동","70~74세","총인구(명)","","525","","","","","632","","","770","771",
"온양4동","70~74세","총인구_남자(명)","","236","","","","","282","","","331","311",
"온양4동","70~74세","총인구_여자(명)","","289","","","","","350","","","439","460",
"온양4동","70~74세","총인구_성비","","81.7","","","","","80.6","","","75.4","67.6",
"온양4동","70~74세","내국인(명)","","518","","","","","607","","","719","722",
"온양4동","70~74세","내국인_남자(명)","","233","","","","","270","","","311","297",
"온양4동","70~74세","내국인_여자(명)","","285","","","","","337","","","408","425",
"온양4동","70~74세","내국인_성비","","81.8","","","","","80.1","","","76.2","69.9",
"온양4동","75~79세","총인구(명)","","440","","","","","510","","","554","590",
"온양4동","75~79세","총인구_남자(명)","","175","","","","","209","","","240","262",
"온양4동","75~79세","총인구_여자(명)","","265","","","","","301","","","314","328",
"온양4동","75~79세","총인구_성비","","66","","","","","69.4","","","76.4","79.9",
"온양4동","75~79세","내국인(명)","","437","","","","","502","","","528","553",
"온양4동","75~79세","내국인_남자(명)","","175","","","","","208","","","232","245",
"온양4동","75~79세","내국인_여자(명)","","262","","","","","294","","","296","308",
"온양4동","75~79세","내국인_성비","","66.8","","","","","70.7","","","78.4","79.5",
"온양4동","80~84세","총인구(명)","","286","","","","","343","","","395","424",
"온양4동","80~84세","총인구_남자(명)","","93","","","","","138","","","154","161",
"온양4동","80~84세","총인구_여자(명)","","193","","","","","205","","","241","263",
"온양4동","80~84세","총인구_성비","","48.2","","","","","67.3","","","63.9","61.2",
"온양4동","80~84세","내국인(명)","","284","","","","","339","","","387","417",
"온양4동","80~84세","내국인_남자(명)","","92","","","","","138","","","153","160",
"온양4동","80~84세","내국인_여자(명)","","192","","","","","201","","","234","257",
"온양4동","80~84세","내국인_성비","","47.9","","","","","68.7","","","65.4","62.3",
"온양4동","85~89세","총인구(명)","","109","","","","","179","","","223","247",
"온양4동","85~89세","총인구_남자(명)","","32","","","","","51","","","74","79",
"온양4동","85~89세","총인구_여자(명)","","77","","","","","128","","","149","168",
"온양4동","85~89세","총인구_성비","","41.6","","","","","39.8","","","49.7","47",
"온양4동","85~89세","내국인(명)","","108","","","","","177","","","219","241",
"온양4동","85~89세","내국인_남자(명)","","32","","","","","51","","","74","79",
"온양4동","85~89세","내국인_여자(명)","","76","","","","","126","","","145","162",
"온양4동","85~89세","내국인_성비","","42.1","","","","","40.5","","","51","48.8",
"온양4동","90~94세","총인구(명)","","37","","","","","56","","","71","79",
"온양4동","90~94세","총인구_남자(명)","","5","","","","","15","","","13","13",
"온양4동","90~94세","총인구_여자(명)","","32","","","","","41","","","58","66",
"온양4동","90~94세","총인구_성비","","15.6","","","","","36.6","","","22.4","19.7",
"온양4동","90~94세","내국인(명)","","37","","","","","55","","","70","77",
"온양4동","90~94세","내국인_남자(명)","","5","","","","","15","","","13","13",
"온양4동","90~94세","내국인_여자(명)","","32","","","","","40","","","57","64",
"온양4동","90~94세","내국인_성비","","15.6","","","","","37.5","","","22.8","20.3",
"온양4동","95~99세","총인구(명)","","12","","","","","8","","","18","17",
"온양4동","95~99세","총인구_남자(명)","","X","","","","","X","","","X","X",
"온양4동","95~99세","총인구_여자(명)","","9","","","","","6","","","14","13",
"온양4동","95~99세","총인구_성비","","33.3","","","","","33.3","","","28.6","30.8",
"온양4동","95~99세","내국인(명)","","12","","","","","8","","","18","17",
"온양4동","95~99세","내국인_남자(명)","","X","","","","","X","","","X","X",
"온양4동","95~99세","내국인_여자(명)","","9","","","","","6","","","14","13",
"온양4동","95~99세","내국인_성비","","33.3","","","","","33.3","","","28.6","30.8",
"온양4동","100세이상","총인구(명)","","X","","","","","X","","","X","X",
"온양4동","100세이상","총인구_남자(명)","","X","","","","","X","","","X","X",
"온양4동","100세이상","총인구_여자(명)","","X","","","","","X","","","X","X",
"온양4동","100세이상","총인구_성비","","0","","","","","","","","0","0",
"온양4동","100세이상","내국인(명)","","X","","","","","X","","","X","X",
"온양4동","100세이상","내국인_남자(명)","","X","","","","","X","","","X","X",
"온양4동","100세이상","내국인_여자(명)","","X","","","","","X","","","X","X",
"온양4동","100세이상","내국인_성비","","0","","","","","","","","0","0",
"온양4동","15세미만","총인구(명)","","3906","","","","","2917","","","2376","2002",
"온양4동","15세미만","총인구_남자(명)","","2032","","","","","1526","","","1252","1058",
"온양4동","15세미만","총인구_여자(명)","","1874","","","","","1391","","","1124","944",
"온양4동","15세미만","총인구_성비","","108.4","","","","","109.7","","","111.4","112.1",
"온양4동","15세미만","내국인(명)","","3868","","","","","2750","","","1960","1538",
"온양4동","15세미만","내국인_남자(명)","","2012","","","","","1437","","","1037","814",
"온양4동","15세미만","내국인_여자(명)","","1856","","","","","1313","","","923","724",
"온양4동","15세미만","내국인_성비","","108.4","","","","","109.4","","","112.4","112.4",
"온양4동","15~64세","총인구(명)","","14939","","","","","14425","","","13842","12995",
"온양4동","15~64세","총인구_남자(명)","","7981","","","","","7645","","","7342","6920",
"온양4동","15~64세","총인구_여자(명)","","6958","","","","","6780","","","6500","6075",
"온양4동","15~64세","총인구_성비","","114.7","","","","","112.8","","","113","113.9",
"온양4동","15~64세","내국인(명)","","14005","","","","","13070","","","11808","10775",
"온양4동","15~64세","내국인_남자(명)","","7375","","","","","6868","","","6191","5630",
"온양4동","15~64세","내국인_여자(명)","","6630","","","","","6202","","","5617","5145",
"온양4동","15~64세","내국인_성비","","111.2","","","","","110.7","","","110.2","109.4",
"온양4동","65세이상","총인구(명)","","2042","","","","","2569","","","3094","3266",
"온양4동","65세이상","총인구_남자(명)","","828","","","","","1070","","","1301","1373",
"온양4동","65세이상","총인구_여자(명)","","1214","","","","","1499","","","1793","1893",
"온양4동","65세이상","총인구_성비","","68.2","","","","","71.4","","","72.6","72.5",
"온양4동","65세이상","내국인(명)","","2015","","","","","2480","","","2934","3077",
"온양4동","65세이상","내국인_남자(명)","","817","","","","","1038","","","1247","1308",
"온양4동","65세이상","내국인_여자(명)","","1198","","","","","1442","","","1687","1769",
"온양4동","65세이상","내국인_성비","","68.2","","","","","72","","","73.9","73.9",
"온양4동","85세이상","총인구(명)","","159","","","","","244","","","316","345",
"온양4동","85세이상","총인구_남자(명)","","40","","","","","69","","","91","96",
"온양4동","85세이상","총인구_여자(명)","","119","","","","","175","","","225","249",
"온양4동","85세이상","총인구_성비","","33.6","","","","","39.4","","","40.4","38.6",
"온양4동","85세이상","내국인(명)","","158","","","","","241","","","311","337",
"온양4동","85세이상","내국인_남자(명)","","40","","","","","69","","","91","96",
"온양4동","85세이상","내국인_여자(명)","","118","","","","","172","","","220","241",
"온양4동","85세이상","내국인_성비","","33.9","","","","","40.1","","","41.4","39.8",
"온양4동","평균연령","총인구(명)","","37.2","","","","","41","","","43.5","44.9",
"온양4동","평균연령","총인구_남자(명)","","36.1","","","","","39.7","","","42","43.1",
"온양4동","평균연령","총인구_여자(명)","","38.4","","","","","42.3","","","45.1","46.7",
"온양4동","평균연령","내국인(명)","","37.2","","","","","41.3","","","44.6","46.4",
"온양4동","평균연령","내국인_남자(명)","","36.1","","","","","40","","","43.1","44.6",
"온양4동","평균연령","내국인_여자(명)","","38.3","","","","","42.6","","","46.3","48.2",
"온양4동","중위연령","총인구(명)","","38","","","","","42.5","","","45.4","46.9",
"온양4동","중위연령","총인구_남자(명)","","37.3","","","","","41.3","","","44","45.1",
"온양4동","중위연령","총인구_여자(명)","","38.8","","","","","43.8","","","47.1","48.9",
"온양4동","중위연령","내국인(명)","","38.2","","","","","43.4","","","47.4","49.4",
"온양4동","중위연령","내국인_남자(명)","","37.5","","","","","42.4","","","46.1","47.9",
"온양4동","중위연령","내국인_여자(명)","","38.9","","","","","44.4","","","48.7","50.8",
"온양5동","합계","총인구(명)","","27646","","","","","25970","","","20995","21566",
"온양5동","합계","총인구_남자(명)","","14011","","","","","13307","","","10743","11028",
"온양5동","합계","총인구_여자(명)","","13635","","","","","12663","","","10252","10538",
"온양5동","합계","총인구_성비","","102.8","","","","","105.1","","","104.8","104.6",
"온양5동","합계","내국인(명)","","26889","","","","","24400","","","19838","20364",
"온양5동","합계","내국인_남자(명)","","13637","","","","","12534","","","10192","10445",
"온양5동","합계","내국인_여자(명)","","13252","","","","","11866","","","9646","9919",
"온양5동","합계","내국인_성비","","102.9","","","","","105.6","","","105.7","105.3",
"온양5동","0~4세","총인구(명)","","1993","","","","","1041","","","517","498",
"온양5동","0~4세","총인구_남자(명)","","1012","","","","","564","","","272","259",
"온양5동","0~4세","총인구_여자(명)","","981","","","","","477","","","245","239",
"온양5동","0~4세","총인구_성비","","103.2","","","","","118.2","","","111","108.4",
"온양5동","0~4세","내국인(명)","","1976","","","","","975","","","468","458",
"온양5동","0~4세","내국인_남자(명)","","1005","","","","","530","","","246","239",
"온양5동","0~4세","내국인_여자(명)","","971","","","","","445","","","222","219",
"온양5동","0~4세","내국인_성비","","103.5","","","","","119.1","","","110.8","109.1",
"온양5동","5~9세","총인구(명)","","1617","","","","","1533","","","1006","889",
"온양5동","5~9세","총인구_남자(명)","","834","","","","","782","","","561","512",
"온양5동","5~9세","총인구_여자(명)","","783","","","","","751","","","445","377",
"온양5동","5~9세","총인구_성비","","106.5","","","","","104.1","","","126.1","135.8",
"온양5동","5~9세","내국인(명)","","1608","","","","","1486","","","948","834",
"온양5동","5~9세","내국인_남자(명)","","828","","","","","761","","","530","478",
"온양5동","5~9세","내국인_여자(명)","","780","","","","","725","","","418","356",
"온양5동","5~9세","내국인_성비","","106.2","","","","","105","","","126.8","134.3",
"온양5동","10~14세","총인구(명)","","1594","","","","","1487","","","1364","1336",
"온양5동","10~14세","총인구_남자(명)","","826","","","","","782","","","709","693",
"온양5동","10~14세","총인구_여자(명)","","768","","","","","705","","","655","643",
"온양5동","10~14세","총인구_성비","","107.6","","","","","110.9","","","108.2","107.8",
"온양5동","10~14세","내국인(명)","","1593","","","","","1462","","","1320","1288",
"온양5동","10~14세","내국인_남자(명)","","826","","","","","768","","","684","663",
"온양5동","10~14세","내국인_여자(명)","","767","","","","","694","","","636","625",
"온양5동","10~14세","내국인_성비","","107.7","","","","","110.7","","","107.5","106.1",
"온양5동","15~19세","총인구(명)","","1789","","","","","1395","","","1147","1229",
"온양5동","15~19세","총인구_남자(명)","","913","","","","","729","","","594","658",
"온양5동","15~19세","총인구_여자(명)","","876","","","","","666","","","553","571",
"온양5동","15~19세","총인구_성비","","104.2","","","","","109.5","","","107.4","115.2",
"온양5동","15~19세","내국인(명)","","1780","","","","","1368","","","1123","1192",
"온양5동","15~19세","내국인_남자(명)","","909","","","","","719","","","583","638",
"온양5동","15~19세","내국인_여자(명)","","871","","","","","649","","","540","554",
"온양5동","15~19세","내국인_성비","","104.4","","","","","110.8","","","108","115.2",
"온양5동","20~24세","총인구(명)","","1695","","","","","1687","","","1158","1099",
"온양5동","20~24세","총인구_남자(명)","","908","","","","","914","","","655","623",
"온양5동","20~24세","총인구_여자(명)","","787","","","","","773","","","503","476",
"온양5동","20~24세","총인구_성비","","115.4","","","","","118.2","","","130.2","130.9",
"온양5동","20~24세","내국인(명)","","1663","","","","","1626","","","1106","1054",
"온양5동","20~24세","내국인_남자(명)","","894","","","","","884","","","622","595",
"온양5동","20~24세","내국인_여자(명)","","769","","","","","742","","","484","459",
"온양5동","20~24세","내국인_성비","","116.3","","","","","119.1","","","128.5","129.6",
"온양5동","25~29세","총인구(명)","","1858","","","","","1786","","","1307","1384",
"온양5동","25~29세","총인구_남자(명)","","935","","","","","997","","","751","790",
"온양5동","25~29세","총인구_여자(명)","","923","","","","","789","","","556","594",
"온양5동","25~29세","총인구_성비","","101.3","","","","","126.4","","","135.1","133",
"온양5동","25~29세","내국인(명)","","1741","","","","","1672","","","1255","1333",
"온양5동","25~29세","내국인_남자(명)","","880","","","","","941","","","724","767",
"온양5동","25~29세","내국인_여자(명)","","861","","","","","731","","","531","566",
"온양5동","25~29세","내국인_성비","","102.2","","","","","128.7","","","136.3","135.5",
"온양5동","30~34세","총인구(명)","","2818","","","","","1691","","","1210","1300",
"온양5동","30~34세","총인구_남자(명)","","1501","","","","","942","","","697","744",
"온양5동","30~34세","총인구_여자(명)","","1317","","","","","749","","","513","556",
"온양5동","30~34세","총인구_성비","","114","","","","","125.8","","","135.9","133.8",
"온양5동","30~34세","내국인(명)","","2689","","","","","1448","","","1073","1193",
"온양5동","30~34세","내국인_남자(명)","","1435","","","","","824","","","634","690",
"온양5동","30~34세","내국인_여자(명)","","1254","","","","","624","","","439","503",
"온양5동","30~34세","내국인_성비","","114.4","","","","","132.1","","","144.4","137.2",
"온양5동","35~39세","총인구(명)","","2739","","","","","2284","","","1354","1286",
"온양5동","35~39세","총인구_남자(명)","","1439","","","","","1174","","","680","644",
"온양5동","35~39세","총인구_여자(명)","","1300","","","","","1110","","","674","642",
"온양5동","35~39세","총인구_성비","","110.7","","","","","105.8","","","100.9","100.3",
"온양5동","35~39세","내국인(명)","","2642","","","","","2045","","","1159","1086",
"온양5동","35~39세","내국인_남자(명)","","1389","","","","","1051","","","595","556",
"온양5동","35~39세","내국인_여자(명)","","1253","","","","","994","","","564","530",
"온양5동","35~39세","내국인_성비","","110.9","","","","","105.7","","","105.5","104.9",
"온양5동","40~44세","총인구(명)","","2560","","","","","2418","","","2037","1934",
"온양5동","40~44세","총인구_남자(명)","","1308","","","","","1256","","","1036","973",
"온양5동","40~44세","총인구_여자(명)","","1252","","","","","1162","","","1001","961",
"온양5동","40~44세","총인구_성비","","104.5","","","","","108.1","","","103.5","101.2",
"온양5동","40~44세","내국인(명)","","2477","","","","","2245","","","1908","1787",
"온양5동","40~44세","내국인_남자(명)","","1263","","","","","1159","","","965","899",
"온양5동","40~44세","내국인_여자(명)","","1214","","","","","1086","","","943","888",
"온양5동","40~44세","내국인_성비","","104","","","","","106.7","","","102.3","101.2",
"온양5동","45~49세","총인구(명)","","2409","","","","","2346","","","1855","1916",
"온양5동","45~49세","총인구_남자(명)","","1218","","","","","1201","","","929","968",
"온양5동","45~49세","총인구_여자(명)","","1191","","","","","1145","","","926","948",
"온양5동","45~49세","총인구_성비","","102.3","","","","","104.9","","","100.3","102.1",
"온양5동","45~49세","내국인(명)","","2327","","","","","2201","","","1759","1806",
"온양5동","45~49세","내국인_남자(명)","","1181","","","","","1127","","","881","906",
"온양5동","45~49세","내국인_여자(명)","","1146","","","","","1074","","","878","900",
"온양5동","45~49세","내국인_성비","","103.1","","","","","104.9","","","100.3","100.7",
"온양5동","50~54세","총인구(명)","","1938","","","","","2201","","","2094","2164",
"온양5동","50~54세","총인구_남자(명)","","1004","","","","","1108","","","1080","1114",
"온양5동","50~54세","총인구_여자(명)","","934","","","","","1093","","","1014","1050",
"온양5동","50~54세","총인구_성비","","107.5","","","","","101.4","","","106.5","106.1",
"온양5동","50~54세","내국인(명)","","1868","","","","","2069","","","1999","2072",
"온양5동","50~54세","내국인_남자(명)","","969","","","","","1043","","","1034","1073",
"온양5동","50~54세","내국인_여자(명)","","899","","","","","1026","","","965","999",
"온양5동","50~54세","내국인_성비","","107.8","","","","","101.7","","","107.2","107.4",
"온양5동","55~59세","총인구(명)","","1452","","","","","1818","","","1713","1888",
"온양5동","55~59세","총인구_남자(명)","","710","","","","","957","","","869","945",
"온양5동","55~59세","총인구_여자(명)","","742","","","","","861","","","844","943",
"온양5동","55~59세","총인구_성비","","95.7","","","","","111.1","","","103","100.2",
"온양5동","55~59세","내국인(명)","","1395","","","","","1709","","","1650","1807",
"온양5동","55~59세","내국인_남자(명)","","686","","","","","902","","","838","902",
"온양5동","55~59세","내국인_여자(명)","","709","","","","","807","","","812","905",
"온양5동","55~59세","내국인_성비","","96.8","","","","","111.8","","","103.2","99.7",
"온양5동","60~64세","총인구(명)","","935","","","","","1427","","","1445","1589",
"온양5동","60~64세","총인구_남자(명)","","458","","","","","681","","","697","780",
"온양5동","60~64세","총인구_여자(명)","","477","","","","","746","","","748","809",
"온양5동","60~64세","총인구_성비","","96","","","","","91.3","","","93.2","96.4",
"온양5동","60~64세","내국인(명)","","907","","","","","1326","","","1385","1517",
"온양5동","60~64세","내국인_남자(명)","","440","","","","","638","","","675","754",
"온양5동","60~64세","내국인_여자(명)","","467","","","","","688","","","710","763",
"온양5동","60~64세","내국인_성비","","94.2","","","","","92.7","","","95.1","98.8",
"온양5동","65~69세","총인구(명)","","715","","","","","963","","","1003","1129",
"온양5동","65~69세","총인구_남자(명)","","332","","","","","451","","","493","548",
"온양5동","65~69세","총인구_여자(명)","","383","","","","","512","","","510","581",
"온양5동","65~69세","총인구_성비","","86.7","","","","","88.1","","","96.7","94.3",
"온양5동","65~69세","내국인(명)","","703","","","","","912","","","946","1060",
"온양5동","65~69세","내국인_남자(명)","","326","","","","","428","","","472","521",
"온양5동","65~69세","내국인_여자(명)","","377","","","","","484","","","474","539",
"온양5동","65~69세","내국인_성비","","86.5","","","","","88.4","","","99.6","96.7",
"온양5동","70~74세","총인구(명)","","641","","","","","730","","","645","715",
"온양5동","70~74세","총인구_남자(명)","","271","","","","","322","","","282","314",
"온양5동","70~74세","총인구_여자(명)","","370","","","","","408","","","363","401",
"온양5동","70~74세","총인구_성비","","73.2","","","","","78.9","","","77.7","78.3",
"온양5동","70~74세","내국인(명)","","636","","","","","704","","","616","689",
"온양5동","70~74세","내국인_남자(명)","","269","","","","","315","","","274","306",
"온양5동","70~74세","내국인_여자(명)","","367","","","","","389","","","342","383",
"온양5동","70~74세","내국인_성비","","73.3","","","","","81","","","80.1","79.9",
"온양5동","75~79세","총인구(명)","","464","","","","","595","","","478","501",
"온양5동","75~79세","총인구_남자(명)","","187","","","","","240","","","199","218",
"온양5동","75~79세","총인구_여자(명)","","277","","","","","355","","","279","283",
"온양5동","75~79세","총인구_성비","","67.5","","","","","67.6","","","71.3","77",
"온양5동","75~79세","내국인(명)","","457","","","","","588","","","465","486",
"온양5동","75~79세","내국인_남자(명)","","184","","","","","238","","","197","215",
"온양5동","75~79세","내국인_여자(명)","","273","","","","","350","","","268","271",
"온양5동","75~79세","내국인_성비","","67.4","","","","","68","","","73.5","79.3",
"온양5동","80~84세","총인구(명)","","271","","","","","354","","","393","400",
"온양5동","80~84세","총인구_남자(명)","","104","","","","","138","","","155","149",
"온양5동","80~84세","총인구_여자(명)","","167","","","","","216","","","238","251",
"온양5동","80~84세","총인구_성비","","62.3","","","","","63.9","","","65.1","59.4",
"온양5동","80~84세","내국인(명)","","270","","","","","350","","","390","394",
"온양5동","80~84세","내국인_남자(명)","","103","","","","","137","","","154","147",
"온양5동","80~84세","내국인_여자(명)","","167","","","","","213","","","236","247",
"온양5동","80~84세","내국인_성비","","61.7","","","","","64.3","","","65.3","59.5",
"온양5동","85~89세","총인구(명)","","121","","","","","157","","","201","233",
"온양5동","85~89세","총인구_남자(명)","","45","","","","","56","","","68","76",
"온양5동","85~89세","총인구_여자(명)","","76","","","","","101","","","133","157",
"온양5동","85~89세","총인구_성비","","59.2","","","","","55.4","","","51.1","48.4",
"온양5동","85~89세","내국인(명)","","121","","","","","157","","","200","232",
"온양5동","85~89세","내국인_남자(명)","","45","","","","","56","","","68","76",
"온양5동","85~89세","내국인_여자(명)","","76","","","","","101","","","132","156",
"온양5동","85~89세","내국인_성비","","59.2","","","","","55.4","","","51.5","48.7",
"온양5동","90~94세","총인구(명)","","22","","","","","45","","","55","63",
"온양5동","90~94세","총인구_남자(명)","","X","","","","","13","","","16","19",
"온양5동","90~94세","총인구_여자(명)","","18","","","","","32","","","39","44",
"온양5동","90~94세","총인구_성비","","22.2","","","","","40.6","","","41","43.2",
"온양5동","90~94세","내국인(명)","","22","","","","","45","","","55","63",
"온양5동","90~94세","내국인_남자(명)","","X","","","","","13","","","16","19",
"온양5동","90~94세","내국인_여자(명)","","18","","","","","32","","","39","44",
"온양5동","90~94세","내국인_성비","","22.2","","","","","40.6","","","41","43.2",
"온양5동","95~99세","총인구(명)","","13","","","","","10","","","11","11",
"온양5동","95~99세","총인구_남자(명)","","X","","","","","X","","","X","X",
"온양5동","95~99세","총인구_여자(명)","","11","","","","","10","","","11","10",
"온양5동","95~99세","총인구_성비","","18.2","","","","","0","","","0","10",
"온양5동","95~99세","내국인(명)","","12","","","","","10","","","11","11",
"온양5동","95~99세","내국인_남자(명)","","X","","","","","X","","","X","X",
"온양5동","95~99세","내국인_여자(명)","","11","","","","","10","","","11","10",
"온양5동","95~99세","내국인_성비","","9.1","","","","","0","","","0","10",
"온양5동","100세이상","총인구(명)","","X","","","","","X","","","X","X",
"온양5동","100세이상","총인구_남자(명)","","X","","","","","X","","","X","X",
"온양5동","100세이상","총인구_여자(명)","","X","","","","","X","","","X","X",
"온양5동","100세이상","총인구_성비","","0","","","","","0","","","0","0",
"온양5동","100세이상","내국인(명)","","X","","","","","X","","","X","X",
"온양5동","100세이상","내국인_남자(명)","","X","","","","","X","","","X","X",
"온양5동","100세이상","내국인_여자(명)","","X","","","","","X","","","X","X",
"온양5동","100세이상","내국인_성비","","0","","","","","0","","","0","0",
"온양5동","15세미만","총인구(명)","","5204","","","","","4061","","","2887","2723",
"온양5동","15세미만","총인구_남자(명)","","2672","","","","","2128","","","1542","1464",
"온양5동","15세미만","총인구_여자(명)","","2532","","","","","1933","","","1345","1259",
"온양5동","15세미만","총인구_성비","","105.5","","","","","110.1","","","114.6","116.3",
"온양5동","15세미만","내국인(명)","","5177","","","","","3923","","","2736","2580",
"온양5동","15세미만","내국인_남자(명)","","2659","","","","","2059","","","1460","1380",
"온양5동","15세미만","내국인_여자(명)","","2518","","","","","1864","","","1276","1200",
"온양5동","15세미만","내국인_성비","","105.6","","","","","110.5","","","114.4","115",
"온양5동","15~64세","총인구(명)","","20193","","","","","19053","","","15320","15789",
"온양5동","15~64세","총인구_남자(명)","","10394","","","","","9959","","","7988","8239",
"온양5동","15~64세","총인구_여자(명)","","9799","","","","","9094","","","7332","7550",
"온양5동","15~64세","총인구_성비","","106.1","","","","","109.5","","","108.9","109.1",
"온양5동","15~64세","내국인(명)","","19489","","","","","17709","","","14417","14847",
"온양5동","15~64세","내국인_남자(명)","","10046","","","","","9288","","","7551","7780",
"온양5동","15~64세","내국인_여자(명)","","9443","","","","","8421","","","6866","7067",
"온양5동","15~64세","내국인_성비","","106.4","","","","","110.3","","","110","110.1",
"온양5동","65세이상","총인구(명)","","2249","","","","","2856","","","2788","3054",
"온양5동","65세이상","총인구_남자(명)","","945","","","","","1220","","","1213","1325",
"온양5동","65세이상","총인구_여자(명)","","1304","","","","","1636","","","1575","1729",
"온양5동","65세이상","총인구_성비","","72.5","","","","","74.6","","","77","76.6",
"온양5동","65세이상","내국인(명)","","2223","","","","","2768","","","2685","2937",
"온양5동","65세이상","내국인_남자(명)","","932","","","","","1187","","","1181","1285",
"온양5동","65세이상","내국인_여자(명)","","1291","","","","","1581","","","1504","1652",
"온양5동","65세이상","내국인_성비","","72.2","","","","","75.1","","","78.5","77.8",
"온양5동","85세이상","총인구(명)","","158","","","","","214","","","269","309",
"온양5동","85세이상","총인구_남자(명)","","51","","","","","69","","","84","96",
"온양5동","85세이상","총인구_여자(명)","","107","","","","","145","","","185","213",
"온양5동","85세이상","총인구_성비","","47.7","","","","","47.6","","","45.4","45.1",
"온양5동","85세이상","내국인(명)","","157","","","","","214","","","268","308",
"온양5동","85세이상","내국인_남자(명)","","50","","","","","69","","","84","96",
"온양5동","85세이상","내국인_여자(명)","","107","","","","","145","","","184","212",
"온양5동","85세이상","내국인_성비","","46.7","","","","","47.6","","","45.7","45.3",
"온양5동","평균연령","총인구(명)","","35.6","","","","","39.3","","","41.9","42.7",
"온양5동","평균연령","총인구_남자(명)","","34.9","","","","","38.2","","","40.5","41.3",
"온양5동","평균연령","총인구_여자(명)","","36.4","","","","","40.4","","","43.3","44.3",
"온양5동","평균연령","내국인(명)","","35.5","","","","","39.3","","","42","42.8",
"온양5동","평균연령","내국인_남자(명)","","34.8","","","","","38.1","","","40.7","41.4",
"온양5동","평균연령","내국인_여자(명)","","36.3","","","","","40.4","","","43.4","44.4",
"온양5동","중위연령","총인구(명)","","35.7","","","","","40.1","","","43.6","44.6",
"온양5동","중위연령","총인구_남자(명)","","35.2","","","","","39.1","","","42.4","43.1",
"온양5동","중위연령","총인구_여자(명)","","36.2","","","","","41.2","","","44.9","46",
"온양5동","중위연령","내국인(명)","","35.6","","","","","40.2","","","43.9","44.9",
"온양5동","중위연령","내국인_남자(명)","","35.1","","","","","39.1","","","42.7","43.4",
"온양5동","중위연령","내국인_여자(명)","","36.1","","","","","41.3","","","45.3","46.5",
"온양6동","합계","총인구(명)","","25806","","","","","28817","","","26953","26363",
"온양6동","합계","총인구_남자(명)","","12706","","","","","14185","","","13296","13020",
"온양6동","합계","총인구_여자(명)","","13100","","","","","14632","","","13657","13343",
"온양6동","합계","총인구_성비","","97","","","","","96.9","","","97.4","97.6",
"온양6동","합계","내국인(명)","","25268","","","","","28236","","","26266","25657",
"온양6동","합계","내국인_남자(명)","","12445","","","","","13959","","","13019","12725",
"온양6동","합계","내국인_여자(명)","","12823","","","","","14277","","","13247","12932",
"온양6동","합계","내국인_성비","","97.1","","","","","97.8","","","98.3","98.4",
"온양6동","0~4세","총인구(명)","","1678","","","","","1492","","","914","743",
"온양6동","0~4세","총인구_남자(명)","","864","","","","","750","","","453","356",
"온양6동","0~4세","총인구_여자(명)","","814","","","","","742","","","461","387",
"온양6동","0~4세","총인구_성비","","106.1","","","","","101.1","","","98.3","92",
"온양6동","0~4세","내국인(명)","","1664","","","","","1470","","","903","733",
"온양6동","0~4세","내국인_남자(명)","","857","","","","","739","","","448","352",
"온양6동","0~4세","내국인_여자(명)","","807","","","","","731","","","455","381",
"온양6동","0~4세","내국인_성비","","106.2","","","","","101.1","","","98.5","92.4",
"온양6동","5~9세","총인구(명)","","1884","","","","","1878","","","1402","1320",
"온양6동","5~9세","총인구_남자(명)","","983","","","","","976","","","681","642",
"온양6동","5~9세","총인구_여자(명)","","901","","","","","902","","","721","678",
"온양6동","5~9세","총인구_성비","","109.1","","","","","108.2","","","94.5","94.7",
"온양6동","5~9세","내국인(명)","","1877","","","","","1867","","","1378","1292",
"온양6동","5~9세","내국인_남자(명)","","981","","","","","971","","","673","631",
"온양6동","5~9세","내국인_여자(명)","","896","","","","","896","","","705","661",
"온양6동","5~9세","내국인_성비","","109.5","","","","","108.4","","","95.5","95.5",
"온양6동","10~14세","총인구(명)","","1728","","","","","1839","","","1672","1608",
"온양6동","10~14세","총인구_남자(명)","","872","","","","","933","","","873","830",
"온양6동","10~14세","총인구_여자(명)","","856","","","","","906","","","799","778",
"온양6동","10~14세","총인구_성비","","101.9","","","","","103","","","109.3","106.7",
"온양6동","10~14세","내국인(명)","","1724","","","","","1830","","","1663","1591",
"온양6동","10~14세","내국인_남자(명)","","871","","","","","930","","","868","821",
